Date,Interpolated Value
2022-09-20,2715.4520287239684
2022-09-21,2739.9540066881545
2022-09-22,2764.374184903657
2022-09-23,2788.6860033304524
2022-09-24,2812.8629019285145
2022-09-25,2836.87832065782
2022-09-26,2860.7056994783443
2022-09-27,2884.318478350062
2022-09-28,2907.69009723295
2022-09-29,2930.7939960869835
2022-09-30,2953.6036148721373
2022-10-01,2976.092393548387
